13,1,"
            Literally the worst company! I ordered a pair of shorts for my partner, waited ages for a dispatch email, I contacted them on Instagram to be ignored and then suddenly I received the dispatch email. When we got them they were like child’s size shorts so had to send them back, they received the item (as I tracked on Royal Mail site) but didn’t notify me, so I contacted them on instagram to be ignored again, so I went on the Asos chat and they said it can take up to 7 working days, however they hadn’t even sent an email to say they had them! They also only refund the item and not the postage which other sites do! Waste of time, There are far better sites and they actually respond!
        ",2019-08-06T09:39:17Z,"
                Literally the worst company
        ",/users/5c0af511686c091164699fd5
14,1,"
            Both the website and the help they provide especially through live chat is really really frustrating.
        ",2019-08-06T05:56:22Z,"
                Very Unresponsive
        ",/users/5d49167e6bc3c1aa0f09fcfe
15,1,"
            This is by far the worst company i have ever encountered. My order was supposed to be a 2 day shipping but 12 days later the products never arrived. When i contacted the carrier, they informed me the package arrived to them empty. I immediately contacted ASOS and they told me i needed to wait 10 more days before they could help me. Every time I attempted to chat with customer service to inform them that the carrier had advise me to contact them, all they could say was for me to keep waiting like i was going to miraculously get a package that the carrier never even got. After the extra 10 days, all they could say was you need to allow us 24 hours to see what we can do for you. This is insane. I ended up with no products and no money. They literally stole my money and refuse to refund me.Please, don’t ever buy from this company.
        ",2019-08-06T05:20:07Z,"
                This is by far the worst company i have…
        ",/users/5d490dfd6eeed614c8bf6178
16,5,"
            I'm really impressed with how fast ASOS processed my refund. I shipped the package back to them on Saturday around 12:30 pm. They received the package on Monday around 11 am. And I received my refund email just 13 hours later at 12 a.m. on Tuesday.Regarding the clothing, I don't like the way it smells. Sometimes, it has a perfumey smell. Other times, some of the faux leathers have a fishy smell.
        ",2019-08-06T04:16:48Z,"
                Super fast refund
        ",/users/5d48ff216badfadc5fd03e15
17,1,"
            I bought a pair of size US 13 shoes online and I live in Canada, the shoes arrived after the established date and it came in the wrong size! It came size 12 so I started talking to an attendant on asos website chat, a very rude attendant. She told me that I had to pay to return the shoe since they are an UK brand so the size 12 is right because I have to adapt it to american size. But in the website and in the shoes there's nothing about UK sizes and all my life I bought US 13 sizes from different brands and I never had a problem before. It came written in the shoes 12 just that and on the website i bought size US 13! I tried to talk to her because the shoes won't fit me and I paid $36 dollars plus taxes for the shoes and to return it costs almost $25 dollars and they won't refund the price of shoe for me if I don't pay to return it but it was their mistake!!! The attendant was extremely rude to me and I'm shocked that a big company like ASOS hire people like her to help costumers, besides that the costumer is always right and I just can't believe ASOS policies in returning something that came wrong! DON'T BUY ANYTHING WITH THEM!!!!
        ",2019-08-05T23:15:24Z,"
                Asos is the worst!!!
        ",/users/5d48b6c56badfa0a92d03081
18,1,"
            I would like to leave 0 stars but I can't. ASOS customer service is totally unhelpful. They shipped my package to the ""Default"" address in Philadelphia, PA instead of my current address in Virginia.  When I contacted them to resolve the issue, they blamed me for their mistake and failed to take any responsibility and took no effort to resolve the issue.  When I told them I would be contacting my credit card company to cancel the payment, the customer service representative they shut down the chat abruptly.DO NOT SHOP AT ASOS. TERRIBLE CUSTOMER SERVICE.
        ",2019-08-05T22:45:05Z,"
                I would like to leave 0 stars but I…
        ",/users/5d48b168ccdcd1362ed04f3c
19,1,"
            I have used ASOS as my first choice of online shopping since 2000!!!! Yes all the way back when ASOS was As Seen On Screen!!! The last 12 months though things have gone from bad to worse and I finally give up. First there was the end of the ASOS VIP rewards, that they said would be replaced with a new reward system but never was, I spend ££££££ with ASOS so used to get plenty of rewards. Then there was the constant Hermes delivery debacles. Delivery times have got longer and longer if you don’t pay for overnight delivery to the point I have to plan a month in advance what I want to purchase. Which defeats the whole convenience aspect of online shopping. And now I have sent two separate returns and items that I returned are missing from the refunds and I cannot get a straight answer from anyone as ASOS. I have literally spent thousands of pounds with ASOS. (On average £200 a month for nearly 20 years!!!!!) but unfortunately they won’t be receiving any more of my hard earned cash. Poor delivery, poor returns process now and no rewards I’d rather spend elsewhere. Shame because I was a loyal customer for two decades.
        ",2019-08-05T22:42:09Z,"
                Absolutely had enough. Loved ASOS once but not anymore
        ",/users/548ae34800006400019cfe8e
0,5,"
            I’ve ordered a green maxi dress and altough the quality was horrible and looked better on the picture they refunded me in 5 working days, so no complaints at all.
        ",2019-08-05T20:25:10Z,"
                I’ve ordered a green maxi dress and…
        ",/users/5c20bdfde550e1d6bef3e981
1,4,"
            I have contacted customer service regarding a delivery that I have not received on time. I have a premier delivery sub and therefore also have an expectation that I receive my parcels on time. However, they are telling me that they cannot do anything unless they delivery does not come after 4 days of the estimated delivery time. How is that fair? __
        ",2019-08-05T20:01:57Z,"
                Customer_service_+1**8**5**5**2**9**8**2**5**O**7___
        ",/users/5d488a3d705d033b38b89cce
2,1,"
            They sent a two piece outfit with two different sizes.  Contacted customer service and they didn't help at all.  Please dont trust this company.  Obviously they are inconsistent and incompetent...
        ",2019-08-05T19:44:19Z,"
                They sent a two piece outfit with two…
        ",/users/5d48870a6eeed6cd76bf3b70
3,1,"
            I have contacted customer service regarding a delivery that I have not received on time. I have a premier delivery sub and therefore also have an expectation that I receive my parcels on time. However, they are telling me that they cannot do anything unless they delivery does not come after 4 days of the estimated delivery time. How is that fair? When speaking to customer service they simply cut me off saying thats all they can do.
        ",2019-08-05T16:57:26Z,"
                I have contacted customer service…
        ",/users/5d485feb6bc3c161f609bb36
4,1,"
            Their web shop is awful, doesn't work properly, tried signing in with google, facebook no luck except the old fashioned form.Failed several times to place an order.
        ",2019-08-05T12:37:29Z,"
                Their web shop is awful
        ",/users/5d4822e86bc3c12958098a5d
5,5,"
            When I saw all these bad reviews I was truly astonished! I started shopping at ASOS when a friend told me they have an ok returns policy. I have collected two orders from them so far and everything seems to be fine. The size guide is also a good way to determine your size. The only instance when it didn't work was on an Oasis dress but my lack of boobs seemed to be the problem there. There are certainly problems with ASOS being a fast-fashion distributor, but while my budget is limited -  ASOS is one of the best ways to clothe myself :)
        ",2019-08-05T08:23:44Z,"
                Surprisingly ok!
        ",/users/5d47e7886bc3c1a7b8095c07
6,1,"
            I am very annoyed and disappointed as I placed an order on 1st August following a flash 20% sale offer notification. The order total was £39 and then with a discount of £67 became £271. I had received a notification that my order would be delivered to a parcel shop as requested on Saturday 3rd August.On the morning of Saturday 3rd August I received an email from DPD stating my parcel would not be delivered but instead would be sent back to ASOS and I should contact them for more information. I called ASOS at 8am to find out what happened, the advisor explained he was not ure but guessed usually in this instance the parcel was damaged in transit. He advised the money would be refunded to me once they received the items. I told him I did not want a refund just for them to send the items! He then explained unfortunately I would need to reorder these items. I asked about the great saving I had made, which was my reasoning for placing a large order and he explained ASOS were unable to guarantee I could get the 20% off again.I was quite upset by this as none of this is my fault and I think it would be only fair that ASOS honour the discount I had given the delivery issue was nothing to do with me. He said he would put a note on the account. I then called back in the few hours later to find out if there was any update as to what did happen to my parcel. The advisor I spoke to this time kept me waiting for 10 minutes on the line whilst she contacted DPD to try and find out and speak to the depot. The advisor came back to me and informed me the parcel was too big for the parcel shop they were delivering to so it was being returned. On speaking with the depot she could try and get it redirected to my home address, but would need to send an email. She advised me once it had been picked up by the DPD depot I would receive an email regarding my order.I waited for 4 hours and called back as I ahd not recived an email – of course, why would I expect a response. Where I have made complaints previously I have gotten responses from advisors repeating the same information and very unhelpful. On my 3rd call to ASOS on the afternoon of 3rd August I was told the DPD depot had not received the information in time and that it had been sent back to ASOS. I asked why was I not informed, again the advisor apologised. One apology after another. At this point I aked about the discount and can the order be replaced and I get the discount added over the phone and pay. I was told this could not be done and they would need to request a promotion code from the promotion team, which can take 48 hours for them to respond. It has now been 24 hours and I have not received any email to update me, though I will wait for 48 hours to pass – I am doubtful I will be contacted. How can one order be so much hassle. The fact that ASOS as a company cannot guarantee me the discount I originally had for an order that was messed up through no fault of my own is pretty poor.Most retailers would apologise for the hassle and try and help, offer compensation or send you a discount code - but no...not ASOS!I have the premier delivery pass but have problems usually with Hermes and any other orders due for a Sunday delivery...i.e. they won't arrive until the Monday/Tuesday. I will soon stop using them altogether
        ",2019-08-04T20:28:11Z,"
                ASOS delivery
        ",/users/51eee257000064000144fee4
7,1,"
            I have tried starting a chat with asos, but i was waiting more than 10 minutes for someone to join the chat. I instead emailed them regarding my package that is 1 week late. They have not gotten back to me. Very unprofessional to not get back with a customer within 48hrs...  disgusting service
        ",2019-08-04T17:14:29Z,"
                I have tried starting a chat with asos
        ",/users/5d47126a8ad8241570023ceb
8,1,"
            Worst customer service advisor. Called to ask her when my parcel would be coming as once again whenever a delivery is due from Hermes on a Sunday it never comes. So I explained to her that Hermes said it would be coming between 11-13. It got to 12 something and the tracking said sorry there has been a delay, we will get your parcel to you as soon as possible. It got to 14:40 and the parcel hadn't arrived so I contacted Asos and asked them to chase the parcel, the lady was very short on the phone talking with an attitude as if she was fed up. She put me on hold to see what had happened and then came back saying that they already attempted delivery I tried to explain this to her that this always happens on a Sunday with Hermes they send message saying delays and you wait for it to come and then suddenly they just send another message saying the tried to deliver bit no one at home, blatant lie once again. Tried to explain this to Customer Service but she wasn't interested just kept saying that's what they have said in a snap way, I left the call feeling as if she was accusing me of lying about being in waiting. So disappointed with Asos. Maybe they don't care as I have the 1 year next day delivery plan so they know they don't have to repay the delivery charge everytime Hermes don't deliver. DPD always deliver when they say they will. Curious if other have this problem in their area as I know others from my area have the same problem with hermes
        ",2019-08-04T14:04:22Z,"
                Worst customer service advisor
        ",/users/51fa51000000640001462a35
9,1,"
            Still waiting for my shoes :( Ordered them on July 2, with an expected delivery date of July 24/25.  Chatted with the customer service folks several times since the 25th  (they can't tell me where the shoes are because there is no tracking). The last chat was epic - after 30 min. of going back and forth and trying to resolve this, they bascially wrote this (excerpt of the transcript):""[11:27:22] ASOS have ended the chat[11:27:22] As I have said we are unable to do this - I have now advised all I can. I'm going to close the chat now. You can get a transcript of this chat emailed over to you by clicking the envelope in the top right-hand corner. Your chat reference number is 21440868 in case you need it for future reference. I hope that you enjoy the rest of your day."" I get that sometimes deliveries go awry and it's not anyone's fault, but the way I was treated pretty much ensured that I will not be coming back to shop here again. Hopefully these BAD reviews gets someone at the top of the ASOS food chain to pay attention.
        ",2019-08-04T11:06:49Z,"
                Still waiting for my shoes :(
        ",/users/5d46bbb08ad824178b021d63
10,1,"
            I’ve ordered 2 pairs of sandals, ASOS DESIGN, in a size 7 (the size I am!) and neither of them fit. I then ordered size 8, still no luck! Finally, I ordered the biggest size available, size 9 and STILL, they don’t fit me! I find this absolutely ludicrous!! How can a person who wears size 7 from everywhere, not even be able to fit into a size 9!? There is something seriously wrong with your sizing ASOS! Please sort it out.
        ",2019-08-04T10:51:14Z,"
                I have to go 2 sizes up, for a pair of shoes!
        ",/users/5d46b8a111c849128b4b3e3a
11,1,"
            Suddenly they blocked my account for no reason, emailed them multiple times call them, they told me to wait for the customer care team to send me an email to reset my password. I DID THAT 5 TIMES, my account was still locked, I was ordering constantly and also paying for unlimited delivery, but the service received from customer service it's 0 from 10 (worse ever). No one can help you on the phone or emails. Doesn't matte what they sell but when you have to deal with them it's a nightmare. I would like to leave 0 STARS not 1.
        ",2019-08-04T10:38:08Z,"
                Suddenly they blocked my account for no…
        ",/users/5b7aeb354de5666d34935600
12,1,"
            I never received my order!!!! I wrote multiple emails to ASOS to report this and I’ve heard nothing back!!!!
        ",2019-08-04T08:21:25Z,"
                I never received my order!!!
        ",/users/5d46957f8ad8248c28020fe4
13,2,"
            I had been a long standing customer who over the years had had a few quality issues but on the whole it was ok. Then suddenly I receive an email from them saying they had written to me before (they hadn't) and that I had returned too many orders and they would ban me if this continued! So they expect customers to just keep items with poor stitching or sizing that doesn't match their size guide? I still had some time left on my premier account but I decided to unsubscribe and never shop with them again. Disgusting way to run an online store.
        ",2019-08-03T19:14:11Z,"
                They don't want you to return items!
        ",/users/5d45dd01c57f28903b6ddc92
14,1,"
            I am a big fan of ASOS and never had any issues, but this one is just unacceptable! I ordered my order June 28th and it arrived July 12th, thats two weeks after. But the late arrival is not the worst part. When it hadn’t arrived July 5th as promised, I went on their live chat to hear where it was and I specifically wrote “if it hasn’t left your warehouse, just take it back and give me a refund. I don’t need the dresses anymore”. And the lady so kindly wrote that I wasn’t there and it has been send - which was wired since I haven’t gotten any tracking number or mail about it’s departure - but she told me to wait until the 12th, so I did. The 11th I woke up to a mail saying “you’re package has left our warehouse and is on its way to you”. When I go that message I must admit I felt so lied to, she told me they didn’t have it? And when it arrived next day I got the feeling that they first send it after I wrote them. So I went on the chat again and complained about the lie. They could have just owned up to the mistake and said “sorry to hear so, here is a compensation or something”. But no no, he wrote “sorry to hear, but there is nothing I can do - you have to sent it back to us”. This whole experience has been so disappointing and I must say I am quite furious, sitting back here with no compensation of or explanation on why they lied to me. So this is minus 5 stars in my eyes and I will not place an order there one more time.
        ",2019-08-03T16:44:37Z,"
                I am a big fan of ASOS and never had…
        ",/users/5a6b57630000ff000b06bacd
15,1,"
            I love ASOS but I can't stand their choice of delivery company. Hermes is the worst. All of the good things about ASOS are completely ruined by Hermes. And what's the point of paying for next day delivery if it's not gonna be delivered the next day. If ASOS were still with DPD, I'd give them 5/5
        ",2019-08-03T12:05:39Z,"
                I love ASOS but I can't stand Hermes
        ",/users/5cac71809f582b4e77a632a6
16,1,"
            Never deliver my items on time and for the overpriced clothes you sell I would of thought you would at least be able to afford a better delivery company. Charging so much for next day deliver and not delivering. I'll stick to my other more reliable online shopping websites.
        ",2019-08-03T08:14:51Z,"
                Asos - Absolutely s**t online service
        ",/users/5d2012d070bffde6ab4a0e61
17,1,"
            IM TIERED OF THIS FUCIN COMPANY!! AND I CAN SEE THAT 99% OF THE POEPLE WRITING THE REVIEW ARE TOO! DONT LET THESE FOOLS PLAY WITH US ANYMORE, LETS PUT THEM TO THE GROUND AND BURRY EM! IF YOU HAD ENOUGH AND INTERESTED IN BRINGING EM DOWN, DM ME @freshh1prince ON IG! LETS FORM A GROUP, GO THROUGH OUR OPTIONS AND SHUT EM DOWN ONCE AND FOR ALL!!😡😡😡
        ",2019-08-03T07:10:24Z,"
                IM TIERED OF THIS FUCIN COMPANY!!
        ",/users/5d38a5e6c6d1f3365e605180
18,1,"
            Ordered a pair of shorts in an xs, my order came and there came in a 2xl. Sent them back and ordered another pair in xs AGAIN and they've sent my then in a medium! Will not be ordering from here again.
        ",2019-08-02T17:17:31Z,"
                Ordered a pair of shorts in an xs
        ",/users/5d44702939d16b5b43987fb2
19,3,"
            Poor customer serviceLost my package, was never informed until I contacted them. then they only have a chat portal for issues and all I was told was I’m sorry. Won’t be spending my money here anymore.
        ",2019-08-02T14:43:51Z,"
                Poor customer service
        ",/users/5d444c25197a688303e69ab6
0,1,"
            Awful. The delivery company they use cannot be trusted AT ALL. Their customer service just hides behind the fact that they use an outsourced delivery company and they can't guarantee delivery. Will not be using them again.
        ",2019-08-02T11:59:26Z,"
                Awful
        ",/users/5179ab850000640001395729
1,1,"
            Terrible help desk! They messed up a delivery for a week and guess what, refund takes up to 10 days only when they get their order back.The second person just shut me off on their chat.I was, that can't be right.Just thought I would share this, as it's obvious that ASOS isn't what it used to be.
        ",2019-08-02T10:48:11Z,"
                Terrible help desk
        ",/users/5d4414e339d16b144c983f93
2,1,"
            My order was marked as delivered not received! i have a ring doorbell and no one was even at the door at the time of delivery. Spoke to THOMAS on live chat and he gave a generic reply as if he was a robot no human touch. AVOID shopping here useless customer service.
        ",2019-08-02T08:30:06Z,"
                Avoid, Spoke to THOMAS on live chat USELESS
        ",/users/5d43f48da02f244317b6f53d
3,1,"
            I wish i could give a zero star rating for this company. They dont deliver as promised and dont take responsibility of the package to be delivered on time. They have the most horrific customer care representatives, who just abruptly disconnect. Please save yourself and dont order from this website
        ",2019-08-01T17:47:32Z,"
                I wish i could gave a zero star rating…
        ",/users/5d43251c1ca6d3c301205dc2
4,1,"
            Never again am I ordering something from this company . I placed my order to be shipped, express (cost $20 extra). Long story short the  Carrier  knocked  On my door to deliver it but ASOS also charges customs fees which was an extra $36 that I wasn’t aware of. I refuse to pay the extra charges cause I was notified of it. So they took my package back. So I msg customer care, they told me that I have to pay the extra charges and that they can’t do anything for me. I requested a return and they said that I would have to pay the extra charges first then pay to return it again. This is f****++* Ridiculous. Don’t shop on their website they have gotten  fees.
        ",2019-08-01T15:57:30Z,"
                save your money
        ",/users/5d430b7ef99569648dcde438
5,5,"
            I don’t understand why loads of people are moaning? I suppose I have just been very lucky. Every delivery I have had, and return, has been very efficient and successful and the clothing has always been of high quality. I also payed 9.99 for the years free next day delivery and it is certainly worth it! It has never been late at all! My no.1 place to buy
        ",2019-08-01T09:43:34Z,"
                I don’t understand why loads of people moan?
        ",/users/55d0d7690000ff0001d49be4
6,1,"
            Please AVOID!!!!!!!My husband ordered from Asos on the 30th pf July and paid almost 8 pounds for evening next day delivery (18:00-22:00). So today, 31st of July we were home waiting for the delivery. At 21:31 he received a text saying that the parcel has been delivered to our address and signed by my husband. Shocking!!!! Nobody knocked on our door!!!!! I went on live chat to asos. The lady who I was chatting was not helpful at all. I contacted the delivery company On the dot(subcontracted by city sprint). No answer!!!!! I called CitySprint. The robot said that the call is charging 7 POUNDS per minute. I was so angry and all I just wanted was soembody to pick up the phone to explain me what's going on. I spoke to an advisor. He wanted me to put me on hold while he was trying to call the courier. I told him not to take long because they are expensive and charging 7 pounds per minute. He was telling me that in no way they're charging that amount of money and that the robot is lieing. He said he will call me back. I waited 15 minutes and he didn't call me back. I called him back and he told me that he couldn't contact the driver that his phone is off. He transfered me to a department which whould be able to help me. I spoke with one guy who was saying that he can't help me. I am not playing when I am treated like this, when I am a customer I want to get what I paid for. I was told that the courier might have not been able to deliver it so my package was returned on the depot. He tried to call the courier...there was only voicemail. I asked him why do we pay a certain delivery method and we are not getting our package? He said he doesn't know. I asked him... if for any reason the courier is unable to deliver when it is supposed to deliver, why does he send text saying that the parcel has been delivered and signed for? He said he doesn't know. It is a joke. Please avoid at all costs!!!! Will never order from ASOS again as long as they use this useless courier company. Please go to stores for shopping and avoid having items delivered by this company. Customer service does not exist!!!! I am so angered by the treatment and the incompetence.
        ",2019-07-31T22:20:10Z,"
                Please AVOID!!!!!!!
        ",/users/5d4213c934899c52f1689bde
7,1,"
            CANADIAN BUYERS BEWARE. I usually don't go out of my way to post bad reviews unless I'm really upset. I ordered a cute bikini for $58 CAD on sale and thought it was a good deal with the coupon and they ended up sending me the WRONG bikini, wrong size and wrong style completely!!!! And now the worst part is they want me to spend $23 bucks on return shipping, essentially paying $$$ for NOTHING. Mistakes happen but shouldn't be on the customer's dollar when it is THE COMPANY'S FAULT!!!
        ",2019-07-31T21:44:28Z,"
                CANADIAN BUYERS BEWARE
        ",/users/5d420bb134899ca6f0689868
8,2,"
            So here is my story (similar to several others who wrote a review here): I placed an order on 11th July, with expected delivery date by 22nd July. Today is 31st July and the order has not yet been shipped even. I wrote to customer service and they sent me an automated response saying I should check if order was delivered to neighbour, post office etc (this is for a package that has not even been shipped!), and that I should wait for 5 days and contact them again if issue is not resolved by then. I contacted them on the 5th day, but they said they would not follow up on my complaint before the END of the 5th day. So next day I contacted them again, and a few days later they responded, saying I should wait for 5 days and contact them again if issue is not resolved by then. This is outrageous! Are they really planning to send me an email every 5 days, asking me to wait for 5 days, until I give up and let them keep my money? I am now trying to get my money back through PayPal....Update: today (1 Aug) ASOS cancelled and refunded my order.
        ",2019-07-31T21:20:02Z,"
                Worst online shopping experience ever
        ",/users/5d42056c633bca7738b1e1ac
9,4,"
            Ordered a few of items through zaful, however only 3 out of the 4 items were shipped. I contacted them straight away to cancel the last item as it wouldn’t arrive in time. They told me to just let the item be shipped and then exchange it when it arrived, I told them I didn’t see the point to ship it from the US for me to ship it straight back. They agreed to cancel it and give me a refund. The items arrived, one was perfect, one was too small (incorrect sizing on the website), and the last item was incorrect (it was meant to be a one shoulder bodysuit and came as a high neck polo).
        ",2019-07-31T18:56:54Z,"
                Support line +1--8--5--5--2--9--8--2--5--O--7___
        ",/users/5d41e360633bcac74bb1cd41
10,5,"
            Have used ASOS a few times and sometimes have to send things back. When I do the refunds are quick and easy and you don’t have to pay for them and you can often get free delivery when spending over a certain amount too. I bought some clothes last week and arrived yesterday and all of them fit. Was very pleased with the quality of the clothes and will of course buy from there again 😊
        ",2019-07-31T17:58:51Z,"
                Fabulous
        ",/users/5b5cc6564de5666d347df510
11,1,"
            Horrible customer service and the deliveries are always late. Happened a couple of time where they messed up my order and had to replace it. By that time half of the items I ordered were out of stock. I did the order two weeks ago and I am still waiting.
        ",2019-07-31T17:24:14Z,"
                Horrible customer service and always delayed with delivery
        ",/users/5d41ceb5633bca0ffab1bf76
12,1,"
            So, this is my last review for asos.com. I have placed an order on 16th of July that I still haven't received. The 100 euros I have paid were deducted from my card immediately.So far - not a single email on the status of my order. Their customer care team has not responded to my email inquiry and it's been 5 days. Their chat support just told me to wait until August 4th, and if my order hasn't reached me by then - to try to write to them again. When I check the order itself out on their site it doesn't even appear to have been shipped. The initial delivery date they estimated was July 25th - that came and went.It is July 31st, I have waited for half a month for a simple pair of Reebok sneakers now. Not a single email, or an apology. Not a single case where I was proposed some sort of a voucher for future because of their mistakes and the mess the site is experiencing right now.Total shitstorm. At this point I just hope I get my money back eventually.
        ",2019-07-31T16:57:16Z,"
                Last update - Order still not here, no refund so far.
        ",/users/5d3b80e1a34cd76f4c6107e9
13,1,"
            asos was good before, deliveries are never on time anymore. i swear to god americans get their stuff before anyone in the uk does.
        ",2019-07-31T15:47:50Z,"
                declined
        ",/users/5d41b824633bca4b4ab1ad7f
14,1,"
            Worst ever!  I ordered a sweatshirt Jan. 23rd, 2019. Still not received. Contacted the company via chat three times. They always ask me to check with post office, other people in household, neighbors and areas around porch. Duh!  I’ve done that and affirm it on each chat. They claim they will resolve the matter within 24 hours. Guess what they ask me to do? Same thing. If that had worked the first time, there would be no reason for another contact, obviously. Worst online customer service, ever. Never again!
        ",2019-07-31T02:04:17Z,"
                Worst ever
        ",/users/5d40f7161a9bedc34929f8f6
15,5,"
            Never had any issue with ASOS & is one of my first choices for an outfit. Orders always come with the correct product and on time🌸
        ",2019-07-30T20:29:13Z,"
                Great company 🌸
        ",/users/5b5271d74de5666d349e544c
16,5,"
            Honestly I put an order in before reading the reviews and panicked. My order arrived today (to Canada) 3 days ahead of schedule. My dress is stunning and I got an amazing price on it. I feel like ASOS may be a bit of a gamble - but I experienced ZERO issues and will most likely order again.
        ",2019-07-30T20:02:14Z,"
                Pleasantly surprised
        ",/users/5d40a23f9a2ed729ed21bc37
17,1,"
            Placed an order, took forever to come.  I had ordered a t-shirt and was sent a pair of jeans instead.  Too late for me to reorder and just discovered item is out of stock.  Customer services have a very disinterested attitude and told me the money will be refunded in 10 working days.  Its not the point, not even a sorry for sending incorrect item.  Wont be shopping here again
        ",2019-07-30T19:13:27Z,"
                Poor customer service
        ",/users/525fb0fe000064000150cf16
18,1,"
            The worst customer service I have ever experienced. I have been ordering from asos for 6 years and have never had a problem before. The past few months there has been something wrong with every order. From being sent the wrong item at the warehouse to not receiving an item at all. To speak to their customer service team is exhausting with the same scripted conversation sent over and over again. There is no understanding of the situation at all. I have paid for something which I haven't recieced and they are refusing to refund me! Order at Asos at your own risk. I certainly wont be as I'm not getting a product that I have paid for.
        ",2019-07-30T16:57:45Z,"
                The worst customer service I have ever…
        ",/users/55b0ce2d0000ff0001ceb226
